sth	292459
bli	279010
bcz	288681
lpn	272624
bld	279010
msu	221988
bfr	295405
bps	272560
bma	243160
mca	243233
mhy	295358
nfa	247156
lpf	297245
lpp	297246
cho	353151
hma	272569
stc	299768
stl	264199
ftu	177416
sil	246200
ama	234826
gka	235909
ilo	283942
spt	295319
ttj	300852
zmo	264203
eba	76114
det	243164
eru	254945
sac	93062
tko	69014
cjr	195099
bcl	66692
ser	176279
gox	290633
lac	272621
erg	302409
erw	254945
wbm	292805
xoo	291331
vfi	312309
ngo	242231
ehi	294381
bfs	272559
sec	321314
bmb	262698
cab	218497
cne	214684
cgb	196627
ddi	352472
psb	205918
xcb	314565
hit	281310
pfl	220664
sha	279808
sai	330779
rfe	315456
tan	353154
tpv	333668
cjk	306537
par	259536
pub	335992
cps	167879
dar	159087
mhj	262719
msy	262723
spz	293653
spb	319701
mhp	262722
tfu	269800
psp	264730
pmn	59920
reu	264198
ssp	342451
ecn	269484
mba	269797
bpn	291272
deh	255470
ssn	300269
tbd	292415
nwi	323098
ava	240292
sak	205921
nph	348780
cta	315277
noc	323261
pha	326442
pfo	205922
rsp	272943
pca	338963
bur	482957
chy	246194
xcv	316273
bpm	320372
cch	340177
plt	319225
syd	110662
sye	316279
dde	207559
gme	269799
tcx	317025
pmi	74546
tdn	326298
lsa	314315
syf	1140
sbo	300268
nmu	323848
sab	273036
bmf	359391
mag	342108
sdy	300267
hch	349521
mta	264732
mcp	340047
rru	269796
bte	271848
sru	309807
mst	339860
ayw	322098
eli	314225
sgl	343509
ret	347834
cya	321327
cyb	321332
fra	106370
rpb	316058
nar	279238
saa	451515
sao	93061
mhu	323259
ade	290397
aph	212042
ech	205920
nse	222891
jan	290400
ftl	376619
cfe	264202
dsy	138119
rfr	338969
sde	203122
rpc	316056
lsl	362948
eci	364106
rbe	336407
bxe	266265
mbu	259564
mfa	265072
pol	296591
sdn	318161
rpd	316057
sat	56780
csa	290398
nha	323097
bci	374463
pcr	335284
rme	266264
aba	204669
dge	319795
lip	363253
sph	370552
spi	370554
spj	370553
spk	370551
sit	292414
xom	342109
sal	317655
pen	384676
bcn	331271
ldb	390333
hpa	357544
mxa	246197
mmc	164756
rxy	266117
ypa	360102
ypn	377628
hac	382638
pat	342610
ecp	362663
mes	266779
hwa	362976
rde	375451
sfv	373384
cpf	195103
cpr	289380
abo	393595
ftf	393115
rha	101510
baf	390236
fal	326424
chu	269798
hso	205914
ter	203124
she	60480
shm	60481
syg	64471
aeh	187272
gbe	391165
net	335283
mmr	394221
sfr	318167
swo	335541
hne	228405
bam	339670
fth	393011
rpe	316055
pau	208963
rle	216596
crp	387662
lbj	355277
lbl	355276
lbr	387344
lca	321967
ooe	203123
ppe	278197
lga	324831
lme	203120
sus	234267
spd	373153
ste	322159
bch	331272
reh	381666
mtp	349307
sfu	335543
lbu	321956
llc	272622
art	290399
lwe	386043
bcc	372461
aha	380703
ecv	405955
ace	351607
mgm	156889
shn	94122
btl	412694
cff	360106
cno	386415
ftn	401614
mav	243243
msm	246196
mul	362242
ppd	338966
bad	367928
rma	413404
cph	290317
pde	318586
azo	62928
mkm	189918
nca	196162
pis	384616
saz	326297
tpe	368408
aau	290340
gfo	411154
mva	350058
pin	357804
aav	397945
dvl	391774
shw	351745
maq	351348
ajs	232721
bbk	360095
bmv	320388
nmc	272831
pna	365044
vei	391735
cjj	354242
hha	349124
mbb	410289
pmb	146891
pmc	167542
pmf	59922
pme	167555
hbu	415426
yen	393305
mpt	420662
bml	412022
mla	410358
ssa	388919
cth	203119
llm	416870
apl	416269
mem	368407
sbl	325240
bmn	320389
bpl	357348
bpd	320373
mjl	164757
pcl	410359
rsh	349101
smr	399550
acb	400667
cdf	272563
pmg	167546
slo	323850
har	204773
mmq	402880
sen	405948
bvi	269482
drm	349161
ftw	418136
gtn	420246
spf	160491
mgi	350054
pvi	290318
asa	382245
cgt	340322
pnu	312153
pas	340102
stp	369723
ypp	386656
csc	351627
ent	399742
fjo	376686
mse	399549
pmy	399739
psa	379731
rsq	349102
spc	319224
ssu	391295
ssv	391296
bra	114615
dno	246195
deb	216389
pth	370438
vco	345073
gur	351605
saj	359786
syr	316278
syx	32051
tpt	390874
rci	351160
acr	349163
bbt	288000
cmi	443906
vok	412965
ots	357244
lpc	400673
cbo	413999
bov	444178
lre	557436
maa	347257
ppf	351746
swi	392499
msi	420247
mra	419947
prw	349106
rrs	357808
hip	374930
hiq	374931
mtf	336982
bvu	435590
cbe	290402
fps	402612
pdi	435591
tme	391009
amt	293826
mae	419665
mmz	426368
mvn	406327
smd	366394
sah	359787
sae	426430
asu	339671
afw	404589
bcy	315749
mms	375286
kra	266940
cbf	441772
ckl	431943
nis	387092
kpn	272620
mmw	400668
oan	439375
pap	381754
ypi	349747
sbm	402882
sun	387093
cjd	360109
cba	441770
cbh	441771
ccv	360105
cha	360107
mbn	456442
fno	381764
pla	402881
xau	78245
bay	326423
cbd	434922
fta	458234
rca	383372
esa	290339
iho	453591
saw	418127
vha	338187
ecw	331111
ecx	331112
cko	290338
cco	360104
sgo	467705
spe	399741
sse	425104
cju	407148
pmh	93060
bpu	315750
abu	367737
rak	293614
rbo	391896
rcm	293613
rri	392021
rms	416276
spl	398579
aoe	350688
fre	298653
azc	438753
dol	96561
cma	397948
dsh	398580
saq	391037
hau	316274
mmx	444158
pmj	93059
amr	329726
tle	416591
cpy	357809
dac	398578
pmo	403833
sbn	399599
bcs	483179
bmu	395019
lhe	405566
nmr	436308
ses	41514
spq	1016998
sax	451516
smg	444179
gdi	272568
cbs	360115
nmn	374833
scl	448385
ypg	349746
btr	382640
bpt	340100
bmt	470137
cau	324602
mex	419610
rsa	288705
bwe	315730
rrj	452659
apj	434271
ctb	471472
ctl	471473
mar	449447
tex	399726
tpd	340099
ppg	76869
cak	366602
fph	484022
hmo	498761
shl	458817
dau	477974
lsp	444177
mab	561007
spv	487214
acl	441768
abm	509170
fma	334413
hsl	478009
lci	349519
syp	32049
ypy	502800
ecd	316385
aby	509173
kcr	374847
bcm	406425
cbl	498214
cbb	498213
ecm	439855
hsm	228400
mrd	426355
ppw	390235
swd	392500
xfm	405440
cms	31964
met	426117
upa	505682
lch	395495
tne	444157
pne	452638
bac	398577
cur	504474
cyt	43989
esi	262543
bid	395963
ote	452637
spw	516950
sgr	455632
xfn	405441
lbi	456481
mmi	216594
bav	360910
cbk	935198
ecl	481805
ftm	441952
lfe	334390
sbc	344609
krh	378753
cti	977880
bmc	430066
bph	391038
ott	334380
trq	126740
blj	205913
glo	398767
cpb	331678
abc	405416
eta	465817
lbf	355278
npu	63737
pgn	431947
sul	436114
tpp	455434
apa	537457
sml	522373
wpi	570417
rec	491916
cja	498211
rpt	395960
lcb	543734
mat	243272
cpc	517417
cts	517418
min	481448
ngk	521006
pml	37692
aas	452471
pph	324925
paa	290512
smt	391008
spx	512566
lrf	557433
amu	349741
btu	314724
seh	454169
see	423368
bmj	395019
emi	445932
hps	512562
sew	439843
ypb	502801
hya	380749
sez	552526
amc	1774373
ank	447217
gbm	404380
pzu	450851
sea	454166
pal	59748
pmr	529507
vfm	388396
rsd	471821
sek	554290
sed	439851
afe	380394
xca	340
mpo	441620
nth	457570
rpi	402626
xop	360094
bhr	314723
bpy	398527
cli	290315
cbt	508767
bdu	412419
bre	412418
seg	550538
bcj	216591
kpe	507522
cpo	309798
dth	309799
tye	289376
set	550537
hpg	563041
ecf	444450
rlt	395492
soz	471876
uue	565575
vsa	316275
oca	504832
ecy	409438
rce	414684
hpp	570508
cbg	434923
cbc	434924
ton	523850
afl	491915
swp	225849
aps	511995
abn	480119
bln	391904
abb	557600
ecg	574521
taf	484019
gdj	272568
bcr	405534
dtu	515635
lmh	552536
msl	395965
sbp	407976
tmz	85643
bcb	405532
cyp	41431
bbz	445985
cyc	65393
mch	440085
afr	243159
efe	585054
vsp	575788
dal	439235
bcu	405535
bcg	405531
dvm	883
dka	490899
pag	557722
bla	442563
bap	563178
bau	561501
dhd	272564
mpl	521011
cag	326427
hap	557723
eck	585055
ecq	585397
ecr	585034
ect	585057
ecz	585035
eum	585056
ckr	583346
acp	455488
ach	452863
cce	394503
cyn	395961
dds	525146
hor	373903
mno	460265
tgr	396588
ccs	565050
mlb	561304
sne	561276
rsk	557760
tro	309801
geo	316067
tna	309803
mcl	458233
sub	218495
ara	311403
avi	311402
bcq	361100
dia	535289
elf	591946
amf	320483
hla	416348
ate	521460
cla	306263
chl	480224
nam	598659
dat	177437
sei	476213
sca	396513
mbt	561275
bhy	565034
wri	66084
bmi	546272
aca	240015
bcx	572264
pmx	123214
seq	40041
snm	488221
sjj	488222
spp	488223
snt	487213
saf	204536
seu	553482
gau	379066
bbe	358681
ddr	546414
rer	234621
rop	632772
cby	536232
lhk	557598
avn	322710
bah	568206
car	548476
rhi	394
sis	429572
sia	427317
vcm	579112
bai	592021
bcv	471853
bpr	536230
cbi	515621
ckp	645127
eat	360911
lmc	568819
pfs	216595
sim	427318
siy	439386
sin	419942
vcj	593588
tau	595494
bgl	626418
sid	426118
rpk	562019
eel	515620
ere	515619
kpu	484021
hde	572265
eic	634503
ebw	595496
kol	521045
gwc	471223
vap	543728
dma	573370
mlu	465515
mco	572263
tga	593117
mea	272630
bgr	634504
blc	580050
blt	555970
rpf	428406
rlg	395491
dda	579405
tsi	604354
aap	634176
dze	561229
ebl	469008
sds	486410
gem	443144
pct	561230
ssb	568814
ssi	218494
sss	568813
hci	573234
ebd	866768
mtb	478434
pay	291112
mmb	583345
mei	582744
ebr	413997
hba	582402
lpj	644042
mdi	661410
las	537021
etw	544404
hpb	592205
nri	434131
ttu	377629
fba	531844
nmi	662598
bmr	568815
afo	525909
ami	446462
sms	595499
cpi	485918
ctj	580049
coc	521097
ccu	469378
dba	525897
apr	525919
bfa	446465
app	522306
cai	479433
cyh	395962
dsa	526222
dfe	471854
hut	519442
jde	471856
kko	523791
kse	478801
lba	523794
mfe	573064
pjd	324057
phe	485917
raf	347255
svi	471857
shi	471855
hmu	485914
apv	521095
ele	479437
aac	521098
dae	485916
lrh	568703
apt	634452
drt	485915
lrl	568704
nml	479431
rbi	313596
aat	668336
adg	429009
bbl	331104
bpi	600809
cdc	645462
cdl	645463
ctu	693216
epy	634499
hsa	9606
mmu	10090
rno	10116
dre	7955
ptr	9598
gga	9031
cfa	9615
bta	9913
ssc	9823
xla	8355
xtr	8364
tcr	353153
tbr	185431
lma	347515
osa	39947
ani	227321
afm	330879
aor	510516
spu	7668
tet	312017
uma	237631
tva	412133
pic	322104
cgr	284593
kla	284590
dha	284592
mgr	242507
mcc	9544
olu	436017
ang	425011
mdo	13616
dpo	46245
yli	284591
ncr	367110
pyo	5861
aga	180454
nve	45351
fgr	229533
cre	3055
cnb	283643
ppp	3218
mbr	431895
mgl	425265
lbc	486041
oaa	9258
tca	7070
gla	184922
pan	515849
vpo	436907
bmy	6279
pfd	57267
pfh	137071
aag	7159
cbr	6238
ptm	412030
cin	7719
ame	7460
ecb	9796
dan	7217
der	7220
dgr	7222
dmo	7230
dpe	7234
dse	7238
dsi	7240
dvi	7244
dwi	7260
dya	7245
tad	10228
nfi	331117
ssl	665079
bfu	332648
pvx	126793
bfo	7739
pti	556484
api	7029
pop	3694
tps	296543
cqu	7176
hmg	6087
nvi	7425
tgu	59729
edi	370354
vvi	29760
bbo	484906
sbi	4558
rcu	3988
zma	4577
mpr	554373
afv	332952
pcs	500485
ppa	644223
tgo	508771
pkn	5851
smm	6183
eoh	585395
eoi	585396
eoj	573235
fsu	59374
gym	481743
gyc	544556
gbr	526226
hoh	502025
hna	555778
mvu	579137
pwa	561231
vex	150340
pcb	31271
ctt	363952
zmn	622759
pbe	5823
lif	435258
lbz	420245
cim	246410
ctp	294747
lel	379508
lth	559295
zro	559307
rmr	518766
ljf	633699
etr	498217
mho	347256
str	526218
sad	681288
smf	519441
sdl	525898
tcu	471852
sti	479434
tai	525903
vpr	479436
isc	6945
ure	336963
acn	574556
ttr	525904
xce	446471
dev	311424
sro	479432
ddc	590409
tnp	590168
cdu	573826
llk	684738
mpd	304371
bde	401473
rmu	680646
cro	637910
gva	553190
psl	530564
act	344612
clu	306902
pgu	294746
afn	591001
apo	572546
cwo	469383
htu	543526
kfl	479435
sli	504472
lmn	653938
sii	425944
cyu	1453429
xal	380358
pno	321614
ppl	561896
gob	526225
lmy	637381
bpf	398511
mru	634498
hth	608538
alv	572477
azl	137722
kva	640131
sga	637909
fpl	589924
smb	365659
tkm	396595
mfs	644281
nmg	547559
slg	698737
tit	580331
tal	638303
abi	439481
clo	699246
deg	633145
llo	661367
lsg	683837
smc	511691
xbo	406818
scb	680198
ddf	639282
dap	522772
eok	701177
hms	679897
mal	2110
mrb	504728
sna	446470
pam	706191
slt	580332
eam	665029
nhl	472759
eay	716540
hvo	309800
sjp	452662
aco	572547
smh	641892
caa	583355
mcd	512564
svo	637905
apb	488538
bmq	545693
srm	761659
ypz	637386
mmh	547558
pru	264731
rcp	272942
ske	446469
pak	553199
zpr	655815
bge	640511
rip	515618
bmd	592022
bts	562970
cse	509190
lcr	748671
phu	121224
mct	1236608
plm	521674
tjr	635013
tin	75379
tpr	521096
brm	526224
cfl	446466
enc	716541
lpa	423212
lki	762051
mif	573063
ant	572480
tbi	469371
tag	633148
srt	640132
btb	714359
bll	759350
ngr	744533
ahe	644284
bse	439292
dak	589865
gct	691437
msv	526227
meh	666681
nda	446468
shc	591019
tmt	583358
mvo	456320
pfr	754252
slp	643648
tra	649638
wch	716544
cat	216432
mcu	548479
sno	639283
snc	525381
naz	551115
mev	644295
hpl	693745
acd	436717
dly	552811
hdn	582899
nwa	105559
lgs	762550
hse	757424
amd	749927
ebi	634500
hje	795797
rsc	859656
rsl	859657
xne	406817
cci	240176
clj	748727
cpu	765874
bpo	759914
bal	637380
lcz	1597
nde	330214
tml	656061
asc	666510
dbr	644282
ols	633147
pmz	553174
ssm	573413
csh	610130
toc	555079
aar	574087
bsb	633149
bpb	515622
cob	608506
ccb	573061
gca	395494
mau	644283
mmg	79929
pbr	314260
ttm	580327
gpb	83406
mhr	872331
bss	655816
sum	706194
zin	871271
ddd	198628
fbc	313603
iag	583356
snb	189423
snp	574093
cyj	497965
hel	768066
mpi	679926
vdi	572478
bgf	640512
sta	665571
sua	563040
thx	573062
fbl	550540
ppy	349520
aai	861360
bao	692420
hpc	765963
hpm	765962
lps	889932
mfr	637387
pva	712898
ctz	672161
bbi	883062
aml	9646
vcn	3068
scm	578458
cpw	222929
pif	403677
cst	499177
ppm	886882
elm	903814
ipo	572544
kvu	880591
bae	720555
bbp	702459
axy	762376
esc	701347
rdn	762948
gvg	525284
blb	890402
chd	632292
cow	632518
gmc	581103
has	656519
lby	649349
mfv	523846
req	685727
rva	648757
fri	298654
brh	882378
cki	632335
ckn	632348
ota	70448
hbo	469382
lde	767455
mep	887061
ppn	694427
ran	693978
cni	768670
mtt	643867
mbv	289397
mlc	880447
nla	489653
opr	670487
sku	709032
lam	695560
cjn	757425
lso	658172
psm	234831
hfe	936155
msp	278137
tba	391623
aex	573065
mil	648999
csy	414004
rpx	652103
das	643562
din	653733
eha	663278
ica	710696
pao	592316
ral	697329
tmr	644966
bco	649639
teq	937774
tam	648996
vpe	595537
bhl	693979
bcd	696125
hif	866630
ssd	937773
adn	596153
bva	859654
gya	550542
hil	935897
mci	765698
mfm	943945
psu	743721
cao	688270
nsa	749222
dmu	765177
ipa	575540
tsa	401053
tbo	509193
atm	926569
acm	1198114
dmr	709986
dpr	577650
tsc	743525
vvm	914127
pon	9601
bsn	936156
mha	941640
blm	565042
blf	565040
geb	443143
rah	741091
mts	979556
bug	640510
sur	378806
dpt	693977
dte	868864
osp	709991
sgy	645991
psn	762903
pbs	756272
agr	861208
bsa	667015
cly	867900
apn	930171
lai	891391
mel	877455
mss	768700
sbu	158189
vmo	985053
wvi	865938
msk	708248
nit	153948
sgg	990317
aaa	643561
amv	926570
aur	866775
cle	642492
mme	717774
shg	743722
ave	693661
crn	208596
cgo	700015
dao	880072
fte	755732
hmr	760142
mhd	869210
pgv	991905
pdn	767031
tuz	999630
tsu	869209
avr	998088
adk	596154
bgd	999541
pel	1002672
cpm	331635
mcn	1006006
mcj	990316
scc	760011
sst	1007064
vma	263358
pba	994484
pmk	1001585
ssg	546271
cbn	929506
sor	927666
lbh	511437
mml	862259
pdx	675635
yep	994476
chp	331636
gan	1005058
gag	983545
kdi	983548
pah	879243
put	1007105
pyn	342949
tnr	747365
tbe	906968
cfi	590998
hhy	760192
mps	940190
aho	933801
mas	697281
tep	1209989
smo	88036
del	742013
dca	868595
dku	760568
pfv	743720
srs	768490
srr	768492
stk	936154
txy	858215
taz	545695
tpi	545694
mpc	491952
mew	868131
mig	880724
mmt	857087
mjd	875328
alt	715451
asd	443218
npp	702113
pgt	1030843
tcy	717773
dru	696281
iva	743718
smk	693982
sch	690566
mgp	9103
stb	981540
erh	650150
lke	1033837
bck	941639
baj	261317
eae	1028307
fsy	656024
gth	634956
hxa	797210
lan	983544
mok	647113
mph	1032480
van	882102
cga	593907
crd	662755
fsi	717231
hbi	1002804
mzh	679901
mop	536019
pya	529709
rta	365046
scp	760570
tid	667014
top	795359
cae	991791
cul	945712
pms	1036673
lru	491077
puv	765952
rsi	761193
tta	688269
tpl	545776
zmp	579138
hmc	717785
mfu	483219
sng	331113
frt	573569
mmn	696127
men	903503
tpn	891398
cnc	1042878
cls	1042156
eyy	502558
lec	979982
mbh	956483
nii	261292
ppt	1042876
psz	96563
rli	391595
scd	744872
cto	887712
maf	572418
say	1051632
wko	1045854
aly	81972
sbg	218493
ssr	1048332
acu	990288
ccm	860228
cfu	1005048
mmd	1053692
mce	1048245
zga	63186
rhe	1032845
the	1042877
bpp	520461
std	1054460
asf	1029718
cmr	880070
bbs	521010
cva	858619
afi	743299
buj	868597
hhi	634497
mrs	886377
mpf	743965
clc	632516
ssx	862751
svl	653045
hah	756883
eas	885040
hpr	862965
rmg	762570
twi	697303
acs	28377
tsp	6334
smp	771870
abe	663331
nhe	660122
pte	861557
nce	578460
tve	663202
xax	981368
ocg	504832
lgr	420889
pse	748280
pfm	694429
rho	585394
ssy	627192
liv	881621
asb	1041504
fbr	1034807
lrm	1069534
lsn	714313
bag	345219
ctm	981222
mai	856793
gxy	634177
gni	1085623
med	1064535
tas	1008459
bst	1052585
ova	693746
rja	652620
tha	246969
ain	568816
thl	945021
ttn	768679
bmm	1074889
psd	1045855
tli	580340
phl	1082931
sct	1003195
sfa	591167
ksk	452652
mah	1091494
vce	914149
aao	754507
eec	299767
fco	1041826
pav	1114967
pax	1114969
paz	1114966
dsu	640081
ali	862719
bmx	862908
bcp	1075399
ccl	720554
daf	690850
faa	546269
gma	682795
mpz	443254
mhe	1111676
oce	511062
pta	985665
psf	911045
pyr	1104324
rsv	941638
ssz	568817
sgp	158190
smn	1116231
dor	768706
gte	1111068
oho	926562
sbh	749414
nko	700598
vfu	903510
kox	1006551
tfo	203275
vej	1116375
acc	871585
mrh	710685
bnc	334406
cdp	698966
cdh	698972
cpl	1087452
mtk	478433
bfg	862962
baq	1114958
cdt	698967
cde	698968
cdr	698969
cda	698970
cdz	698962
cdb	698973
cds	698963
cdd	698965
cdw	698964
cdv	698971
bcf	347495
baa	1104320
bsk	1104321
bsv	1112912
cty	580047
clb	755731
ddn	641491
gmx	3847
byi	1097668
mpm	1112856
pce	701521
seo	588858
sev	568708
mtr	3880
bdi	15368
eko	595495
gpo	1112204
hiu	862964
rra	1105105
rrc	1105102
rrh	1105103
sey	216597
sbt	693973
lpe	933093
mbm	717522
plf	1123863
pmp	1075089
mhh	1129369
sfh	1117943
awo	931626
kpm	1125630
pfe	1114970
pog	698757
rcc	1105107
rrb	1105104
rrn	1105100
rrp	1105101
sel	1081093
sex	1132507
sem	718274
sej	990282
suu	1118959
suv	1028799
sap	679936
wgl	1142511
tpu	491081
tpc	491079
tpg	491080
tpm	491078
bsd	1146883
cpg	1074485
mit	1138382
mir	1138383
ncy	1127134
pmq	1116391
rmi	1105112
rph	481009
seb	909946
ftt	1001534
ftg	1001542
mpx	1090974
sgn	984262
sif	1069533
vci	1134456
suh	985002
lmm	1107880
raq	745277
cpp	1117942
efc	1155766
fau	767434
mez	1041930
mtg	1091500
pmv	1132496
syt	1080228
sys	1080229
ccx	1144275
fin	1094466
sef	1008297
rau	1105110
rmo	1105114
rpp	1105108
rre	1105113
ram	1105111
rpo	1105096
rpw	1105094
rpz	1105097
rpg	1105098
rps	1105095
rpv	1105099
stg	798300
ams	512565
brs	335659
cap	926550
hpe	1055527
sri	927704
phm	1142394
rsw	1105109
rtt	1003201
rge	983917
cex	511051
fpe	771875
lfc	1162668
rtb	1003202
sfc	889378
apf	634453
apu	634454
apg	634459
apq	634455
apx	634456
apz	634457
apw	634458
abx	696749
abz	497978
aad	1048834
amn	713604
abt	944546
baz	999891
bak	1005090
baw	713600
dgo	745776
bua	713603
bup	713602
buh	1005057
ypt	1035377
ypd	637382
ypx	637385
arc	944547
bql	1001582
bxh	1034836
bsr	1052588
btc	541229
btf	930170
bbb	552531
bbc	1075106
bnm	1042403
blv	573236
bbv	866777
blk	1035817
bpc	1017264
bip	1045858
bju	1037409
bmg	703352
raa	1151116
rpm	1150469
bmz	941967
bmw	1029825
cji	567106
cjm	645464
cjs	718271
asm	1041809
tpq	1053648
clp	406984
chs	1112252
chi	1112254
cht	1112267
chc	1112250
cay	863638
cbm	758678
thc	1111069
tts	762633
tph	666714
sue	685039
suj	869816
vcl	935297
xcp	990315
xor	383407
yph	547048
zmm	555217
cpk	679896
cpq	681645
cpx	889513
cpz	935298
cuc	945711
efl	936153
efi	474186
sfe	591020
smq	698936
smx	707241
suk	546342
suc	889933
sut	1006543
suq	548473
bmh	1006007
syq	1080230
hpo	585535
hpi	869727
hpu	765964
hpf	866345
hph	907237
hpt	794851
hpz	684950
hpv	637913
ctd	759363
ctf	759364
ctg	707183
ctk	707184
ctn	707187
ctq	707186
ctv	718219
ctw	707185
abd	980514
kvl	759362
hef	866344
heq	102608
hex	866346
hpq	985081
hpw	985080
hpx	585538
hen	1055530
heg	907240
hpn	907238
hep	1055528
heu	1055529
hes	907239
mad	225937
mgh	710128
mgf	708616
mhn	907287
mpj	722438
nmt	604162
nmd	935599
nmm	935591
nmw	942513
nmp	630588
ctx	637887
cor	1089446
erj	215689
ffo	1163730
fcf	984129
ftr	510831
gvh	1009464
gsk	663917
hpk	572479
hwc	768065
ial	945713
mhf	859194
mhm	936139
nmh	909420
nms	935588
nmq	935593
nmz	935589
suz	1123523
sln	1034809
sih	930943
sir	930945
lay	695562
lcs	998820
lce	999378
ldl	353496
lfr	712938
lhl	767462
ljh	909954
lra	1088720
lsi	712961
lgv	420890
llt	929102
llr	1104322
csw	634464
oco	1031710
ppo	1052684
paj	932677
paq	1095774
paw	909952
pad	1091045
paf	941193
pnc	1089456
ppb	931281
psr	996285
rpq	449216
stn	767463
xff	788929
hie	262727
hiz	262728
kpo	1049565
lie	573825
lmt	393133
lmg	393126
lms	393127
lmj	393130
lmq	1030009
lml	563174
mhi	1110509
mte	443149
mtl	443150
mto	707235
mti	1091501
eab	655817
edh	536056
eih	714962
ena	1033813
eoc	1072459
elu	869729
eun	696406
elw	566546
elc	885275
eld	885276
rsn	1031711
rrf	1036743
rar	992406
sdt	984892
ttl	798128
yey	930944
shb	1160717
sra	768493
sbs	693970
sbb	693974
shp	399804
stq	869211
sdg	663954
sgt	981539
stz	487215
ssf	993512
ssk	1004952
ssq	1005042
ssw	423211
sui	945704
suo	1005041
stu	1051074
bjs	1127744
bax	768494
cop	1087451
elp	910348
hhd	866895
hce	182217
hcm	1163745
hcp	1172562
hcn	1163743
hca	1163742
hhp	1163740
hhq	1163741
hhr	1163739
lmp	1126011
pmw	997761
psi	1157951
sud	1155084
ase	134676
abr	889738
aan	694569
bni	703613
bgb	1081646
bpz	884204
bya	1155777
bcw	1155096
cod	1087454
cos	1087453
coi	935697
mej	754476
mec	754477
pul	584721
pit	246198
sux	1074252
suw	663951
smz	1163399
stx	1010840
shy	1133850
dvg	573059
pcn	1031709
elr	1048689
elo	216592
eln	685038
elh	316401
suy	703339
sug	523796
sni	869269
snv	869216
snx	869215
bbn	521007
cbj	941968
ese	431946
fcn	622488
blw	1168290
bls	742729
bbj	521008
hpd	290847
mhc	1163748
scn	929556
suf	985006
smj	1155071
snd	1130804
stf	1046629
stj	347253
dpp	5786
etd	718251
blon	391904
bafz	390236
cra	580047
scy	1003195
ebe	469008
chb	331636
syy	1148
vcr	345073
lrg	568703
ell	566546
edj	536056
bsi	204722
ekf	595495
fsc	59374
hte	608538
rai	693978
bqy	1126211
bbg	1186051
buk	416344
ebt	630626
fna	1163389
mmm	1168287
pfc	1037911
scf	1114965
stw	1187956
aka	1036672
coe	1168865
csk	1138308
efu	333849
epr	644651
elx	741093
mpg	660470
pys	1183377
srp	1004951
sol	555311
thg	1184251
tmo	1110502
hme	523841
hey	1127122
lln	746361
asl	746697
afd	679935
bbd	866536
bbf	484020
dfd	768672
tsh	1094508
tvi	765911
sba	760154
trs	926566
mtz	478435
mtd	1097669
mbi	767465
mlh	866629
orh	867902
ddh	756499
dti	706587
dai	646529
fli	880071
mcb	710421
amo	891968
abs	1064539
chr	929557
cou	1161911
mox	671143
sie	591365
tpx	869212
mia	487521
